id,index,title,content,image_urls,url,keyword,crawled_at,Eng_title,Eng_Contents,type,scam_topic,scam_method,matched_type_keyword,matched_topic_keyword,matched_method_keyword
1240602,,스캠 홍보 삭튀,"계속 어설프게 궁금한 척, 스캠링크 홍보 및 삭튀 반복 중이네요.  글안의 링크 누르지 마세요. 

https://cafe.naver.com/gototheusa/1240553

 
미국 온라인뱅킹 이라고 하던대 진짜로 있는건가요 

미국에 은 https://utdinsrbnkweb.com/secret-link-to-open-account/ 행이 있는가요? 싸이트에 아무리 찾...

cafe.naver.com

​

ID: asl600

​

비트코인 같은 사기 신고 어떻게 하나요

비트코인 같은거에 사기를 당햇는데 신고 가능할까요 ?? 계좌이체 내역 다 들고잇구요 경찰서 가면 어디로 가야하나요 ?? 그리고 가면서 신고하면 찾을순 있나요 ? 못찾으면 그냥...

cafe.naver.com

​","https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fcafe.pstatic.net%2Fimg%2Fsns%2Fcafe_ogtag_270x270_160618.png%22&type=ff120,https://cafeptthumb-phinf.pstatic.net/MjAyNDA2MDNfMjA4/MDAxNzE3MzY2NTU4ODA3.RwxWfkx8GHwO3tKP6tYFyJjIIE3hZgTid3Khs6as7-gg.3UTly4frwRHzEwBMxsrZsXDtYHG2BXE9zDSV6qOooF8g.JPEG/IMG_8338.jpg?type=w1600,https://cafeptthumb-phinf.pstatic.net/MjAyNDA2MDNfMTc1/MDAxNzE3MzY2NTU4ODUz.pfy4goG1bFAvNXdT_HvLPcplzCkkqrBQCGrWnxiB0J8g.iUeiUmp2a9c67MRU8wAPdve50S_y24Kzo9kh7QsjvQQg.JPEG/IMG_8337.jpg?type=w1600",https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=2&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1240602&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyNDA2MDIsImlzc3VlZEF0IjoxNzUyMDIxMTgwODM0LCJjYWZlSWQiOjEwODU0NTE5fQ.zDYsmpyMVXaBNp4YpadHJ-b-r5XTkhMO1cexLYiz-1o&where=search&referrerAllArticles=true,스캠,2025-07-09 10:27:42,Scam promotion,"It's been a bit of a clumsy pretend, a scamlink promotion and repeated repetition.Do not press the link in the article.

https://cafe.naver.com/gototheusa/1240553


It's called US online banking, so is it really?

Is there a row in the United States https://utdinsrbnkWeb.com/secret-link-link-to- open-account/?No matter how much you find it on the site ...

cafe.naver.com

​

ID: ASL600

​

How do I report a fraud like Bitcoin

Is it possible to report it when I was cheated by Bitcoin?I have all the bank transfer history. Where should I go if I go to the police station?And do you want to find it if you report it?If you can't find it ...

cafe.naver.com

​",question_is_scam_confirmed_action,investment_scam,chat_app+link_landing,신고 어떻게,비트코인,http+라인+링크
1240246,,(Update)Esta 신청하다 스캠 싸이트에 정보를 줬는데 어떡하져,"ㅠㅠ 

​

visatravel.com이라는 사이트에 돈을 89불 주고 정보를 다 줬네요 ㅠ 

​

여권번호랑 주민번호랑 다 넣었는데 어떡하죠

​

--------------------

저처럼 당황하실 분이

또 있으실까봐 업뎃 해드려요

일단 12시간만에 esta가 승인되었네여 사기는 아니고 대행 사이트였나봐요 ㅠㅠ

위 싸이트에 환불신청하고 신용카드 회사에도 신고했으니

차액 환불이라도 받을 수 있으면 좋겠네요. 

​

​",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1240246&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyNDAyNDYsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.O8UVUmD8JK_3iNzsucuf3hoVYqcZAikaQnflkvjuaAk&where=search&referrerAllArticles=true,스캠,2025-07-09 10:29:12,(UPDATE) I applied for ESTA and gave information to the scam site.,"ㅠㅠ

​

I gave you $ 89 for the site called Visatravel.com.

​

I put it in my passport number and social security number, but what should I do?

​

----------------------

If you are embarrassed like me

I'll update it because it might be there again

ESTA was approved in 12 hours.

I filed a refund to the above site and reported it to the credit card company

I hope you can get a refund.

​

​",question_is_scam_unsure,unknown,link_landing,API,API,사이트
1237180,,스캠 사이트에 당한거 같아요 ㅠ_ㅠ,"귀국 선물을 고민 중에 fanatics에서 저지 세일을 

한다고 광고가 떠서 별 의심없이 구매를 했는데

물건이 늦어져서 확인하다 보니 정식 사이트에는 

제가 회원가입이 되어있지 않네요 ㅠ_ㅠ

홈페이지 회사소개를 보니 jerseyfanvipshop.com ​

눈에 뭐가 씌었었나 봐요

메일로 물건 트랙킹 넘버가 오기는 했는데 

스캠사유로 카드 취소가 가능 할까요? 

결제는 BOA카드로 했어요 ㅜ_ㅜ

고수님들 답변 부탁드립니다 

​

​",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1237180&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMzcxODAsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.Q2diDERjE3GpjAPNpwcm-xHfMDwSQzEj-RFD9IK8ATs&where=search&referrerAllArticles=true,스캠,2025-07-09 10:30:36,I think I was on the scam site ㅠ _ ㅠ,"Fanatics

I bought it without doubt because the advertisement floated

Since the goods are late,

I am not registered ㅠ _ ㅠ

The introduction of the homepage company shows Jerseyfanvipshop.com

I guess something was written in my eyes

The tracking number of stuff was coming by e -mail

Is it possible to cancel the card for a scam?

I made the payment with a BoA card ㅜ _ ㅜ

Please answer

​

​",question_is_scam_unsure,delivery_scam,email+link_landing,API,API,메일+사이트
1232714,,FSU off campus,"플로리다 주립대 2024 가을학기 교환학생입니다.

혹시 FSU off campus에서 한 학기 단기 임대나 sublease 해보신 유학생, 교환학생 계실까요? 페이스북에 렌트 글을 올려 보려는데 동양인들은 잘 안보이고 스캠 문제도 있어 조금 걱정입니다ㅜ 다른 분들은 어떻게 방 구하셨나 궁금해요..! 처음인게 많아 막막합니다ㅜㅜ",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1232714&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMzI3MTQsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.tXbLqr37ZaAUug_S9R1KHOX_AP-HSSF4BRqNKZwxUf4&where=search&referrerAllArticles=true,스캠,2025-07-09 10:32:06,FSU Off Campus,"I am an exchange student of the Fall Semester of Florida State University.

Is there an international student, an exchange student who had been a short -term rental or sublational at FSU Off Campus?I'm going to post a rental post on Facebook, but Asians can't see them well and have a scam problem. I'm a little worried.I have a lot of first time.",question_is_scam_confirmed_action,unknown,sns_platform,API,API,페이스북
1231629,,페이스북 마켓플레이스 중고거래시 노쇼,"크기가 좀 큰 물건들을 처리해야 해서 처음으로 페북 마켓플레이스를 이용해봤는데, 글 올리자마자 메세지가 계속 오고 거의 다  전화번호 먼저 물어보고  그래서 뭔가 좀 이상하다 싶었어요. 카페에서 폭풍검색을 하다보니 스캠인걸 알게되서 조심해서 거래하고 있어요. 

​

그런데 어제오늘 연달아서 노쇼를 당했는데 지나고나서보니 작정하고 노쇼한것 같았고(잊어버린게 아니라), 기분이 나쁘기도 하지만 주소를 알려준게 마음에 걸리는데 별일없을까요? 유닛넘버는 안알려주고 건물만 알려주기는 했습니다. 지나고나서 보니까 메세지 말하는 투도 좀 세했는데...매너없는 말투있죠...

​

그나저나 왜 시간 들여가면서 메세지보내고 그러는지 알수가 없네요  ㅠㅠ",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1231629&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMzE2MjksImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.j7aVE3x5FSDQ4GFS4yfrq3ulbKMmdXhn8EF0XRdp5YY&where=search&referrerAllArticles=true,스캠,2025-07-09 10:33:32,Facebook Market Place Used Trading Road No Show,"I had to use the Facebook Marketplace for the first time because I had to deal with the big ones.I searched carefully because I found a storm in a cafe.

​

But yesterday, I was in a no show in a row today, but after passed by, it seemed to have been decided and no show (not forgotten).I didn't tell you the unit number and only informed the building.After seeing it, I had a bit of a message to say ... I have a word without manners ...

​

By the way, I don't know why I send a message while spending time.",question_is_scam_confirmed_action,unknown,phone_call+sns_platform,당했는데,API,전화+페북+페이스북
1230887,,미국에서 전대 받아보신분 계실까요?,교환교 근처 교외 기숙사를 찾는 중인데 단기 임대가 거의 없어 페이스북으로 전대해줄 사람을 찾아보려 합니다. 그런데 페이스북 같은 경우 스캠도 많다고 해서 잘 찾을 수 있을까 걱정이네요..ㅜㅜ,,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1230887&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMzA4ODcsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.omVlIyAoqHPLrx4skuAKsJT3-HEahgGWj2Rb-jbBh9k&where=search&referrerAllArticles=true,스캠,2025-07-09 10:34:55,Have you ever received a squadron in the United States?,"I'm looking for a suburban dormitory near the exchange bridge, but I have little short -term lease, so I'm going to find someone who will be on Facebook.But in the case of Facebook, I have a lot of scams, so I'm worried that I can find it well.",question_is_scam_unsure,unknown,sns_platform,API,API,페이스북
1230230,,차량 워런티 스캠 관련,"우편 메일로 오는 차량 워런티 스캠에 당했습니다ㅠㅠㅠㅠ 

미국에 그래도 3년이상 살았었는데, 우편 메일 스캠은 처음 받아서 의심 조차 못했습니다... 

​

타이밍이 기막히게ㅠㅠ 얼마전에 회사 명의로 타던 차를 제 명의로 바꾸고 난 후였고, 

한국에 있다 오늘 미국에 들어와서 잠깐 정리하고 다시 한국에 나가야 하는 상황이라, 

시간도 부족하고 처리할 일들도 많았고, 오랜 비행으로 정신이 없는 상황이여서 이성이 사라졌었던 것 같습니다. 

​

뭐 워런티 익스텐드해야 한다고 해서 저는 아 명의가 바꿔서 워런티를 익스텐드해야 하는건가 보다 이렇게 생각했어요,, 

근데 회사 이름도 없고 엄청 의심스러운 상황이었고, 중간 중간 싸했는데 

시간이 없어서 빨리 일을 처리해야 한다는 생각이 더 강했고 우편으로 스캠이 올 것이라고는 생각도 못했네요ㅠㅠ 

​

한번은 구글에 찾아보고 했어야 하는데 후회가 큽니다.... 구글에 찾으니 바로 나오던데요ㅠㅠ 

​

전화번호만 나와 있어서

전화했더니 어쩌고 저쩌고 워런티 익스텐드 하는 것으로 199불 내면 3년 연장을 해준다 이래서 알았다고 카드 번호를 알려줬네요. 

평소에는 정말 의심이 많아서 이메일로 온 것은 제목만 보고도 삭제하는데, 

우편으로 오고 제 정보가 다 써있어서 (차량 모델명, VIN넘버, 이름, 주소) 설마했어요..  

스캠이 당할라니 당하나 봅니다.. 

​

당연한 거지만 앞으로는 우편도 의심을 해야 하네요. 

​

어쨋든 이상함을 감지한 것은 가입 내용을 메일로 바로 보내주겠다고 했는데 1시간이 넘도록 메일이 안와서 

그제서야 구글링을 했더니 바로 스캠이라는 사람들도 있고, 스팸이라는 사람들도 있더라구요. 

바로 카드사에 전화해서 거래내용 Dispute 하고 카드 재발급 받았습니다. 

(방금전에 12시간 정도 지나서 가입 메일이 오긴 했어요. - Eleras Automotive group 으로 왔습니다) 

​

지금 생각하니 이걸 어떻게 당했지 라는 생각이 들면서 잠이 오지 않네요ㅠㅠㅠㅠㅠ 

​

다들 조심 또 조심하세요.. ",https://cafeptthumb-phinf.pstatic.net/MjAyNDA1MTFfOTIg/MDAxNzE1NDE1NzU2Njc5.WagaEhIt49eIgo_vtmhEXXiQAh-rvWm0hakmxGf8xZUg.F_gr2i4HxqBH27QHkP4D3ZxB0wj9uPqBmN5ddZkkBbYg.JPEG/IMG_2756.JPG?type=w1600,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1230230&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMzAyMzAsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.po28dYi2HYF8lN3vbBfxNJ53Puw8bvlffz_lW8ZB94I&where=search&referrerAllArticles=true,스캠,2025-07-09 10:35:40,Vehicle warranty scam related,"I was hit by a car warranty scam coming by mail.

I still lived in the United States for more than three years, but I didn't even doubt the postal mail scam for the first time ...

​

The timing was amazing.

It's in Korea, and I'm going to come to the United States today and get rid of it for a while and go back to Korea.

There was a lack of time, a lot of work to handle, and the reason seemed to have disappeared because of the long flight.

​

I thought I had to have a warranty extension, so I thought I had to change the warranty because I changed my name.

But there was no company name, it was a very suspicious situation, and it was in the middle.

I had a stronger idea of ​​doing things quickly because I didn't have time, and I didn't even think that the scam would come by mail.

​

I should have been looking for Google once, but I have a lot of regrets .... I found it on Google.

​

Only the phone number is listed

When I called, I was going to do it for a 3 -year extension for $ 199, and I told you that I knew it was for three years.

I usually have a lot of doubts, so I deleted it even if I came by e -mail.

I came by mail and I wrote all my information (vehicle model name, VIN number, name, address)

I think the scam is hit ...

​

Of course, I have to suspect mail in the future.

​

Anyway, I detected the strange thing.

Only then did you google, and there were people named Scam, and some people called spam.

I called the card company right away and received the transaction contents and reissued the card.

(I just got a subscription mail after 12 hours before. -I came to Eleras Automotive Group)

​

I'm thinking about it now, so I didn't fall asleep.

​

Be careful again and care again.",warning_experience,delivery_scam,email+phone_call,조심하세요,우편,메일+이메일+전화
1229457,,안녕하세요. 노트북 사용 중 보안 메세지가 떴는데 무슨 의미인지 모르겠습니다.,"​

이런적은 처음인데 어떻게 해야할지 몰라서 카페에 문의하러 왔습니다.",https://cafeptthumb-phinf.pstatic.net/MjAyNDA1MTBfNjgg/MDAxNzE1MjcxODk5ODM0.-ogkwusygVIuIF5TyT5I6s4aLQHjkoNKDoBBTiVjhjEg.tLg2YNM3Tp7APr_Qk09fjwv2fsHH38vw4Y8ECG_3Nqsg.JPEG/20240509%EF%BC%BF122158.jpg?type=w1600,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1229457&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMjk0NTcsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.4etyFFKVvl7Z8r5Ja_IgPWn2S7APU6H61SYeeec_ssE&where=search&referrerAllArticles=true,스캠,2025-07-09 10:36:25,"hello.There's a security message while using a laptop, but I don't know what it means.","​

It's the first time I've been, but I didn't know what to do.",question_is_scam_confirmed_action,unknown,sms_text,어떻게 해야,API,API
1229107,,이메일이 왔는데 뭔지 모르겠어요!!,"네이버 이메일로 이런게 왔는데 당최 뭐에 관련된건지 모르겠네요....

사이트도 들어가봤는데 이상한 사이트처럼은 안보이고.... 혹이 이게 뭐 관련인지 아시는분 계신가요?ㅠㅠ

​",https://cafeptthumb-phinf.pstatic.net/MjAyNDA1MDlfMjgw/MDAxNzE1MjExMTgyMDk4.ewzDtcnYMYmzQCF-aXxOZ0oW5sipHErysrXjuDZIKZUg.nJAwS2c2UGRNp4uL75J-XKzKtyxPq2sjRNsz9Zb7BmAg.PNG/Screenshot_2024-05-08_at_4.31.20_PM.png?type=w1600,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1229107&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMjkxMDcsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.-v317_WrDxLiE1Xd4CAsxc-2KLJXqVqGFGSprE3tS54&where=search&referrerAllArticles=true,스캠,2025-07-09 10:37:17,"I have an email, but I don't know what it is !!","I came by e -mail, but I don't know what it's related to it ....

I've also entered the site, but I can't see it like a strange site .... Do you know what this is related to this?

​",unclear,unknown,email+link_landing,API,API,메일+사이트+이메일
1227039,,도와주세요 구글 인증번호 스캠을 당했습니다.,"안녕하세요. 지금 경황이 없어 말이 다소 장황할 수 있습니다.

지금 구글 인증번호 스캠을 당했습니다. 

페이스북에 서블릿 게시물 올리고 연락을 받았는데 이 포스팅이 진짜인지 알아야겠다며 제 번호를 가져갔고 인증번호를 보내줘서 다시 그쪽에 보내줬습니다. 그러고 쎄해서 찾아보니 전형적인 구글 인증번호 스캠인 것을 알았습니다. 

일단 제 신용카드는 정지한 상태이고 구글 비밀번호도 변경했습니다. 

혹시 제가 더 취해야 할 조치가 있을지. 이 스캠으로 인해 저의 어떤 정보가 털릴 지 아시는 내용이 있다면 말씀 부탁드립니다.

감사합니다. ",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1227039&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMjcwMzksImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.yuI8brAF-_gDmJyTOgVfgQdjEQ6GNtuUjwaXvkOSv0k&where=search&referrerAllArticles=true,스캠,2025-07-09 10:38:41,Please help me with a Google authentication number scam.,"hello.There is no situation right now, so it can be somewhat verbose.

I have a Google authentication number scam now.

I posted a servlet post on Facebook and contacted me, and I took my number to know if the post was real.Then I found that it was a typical Google authentication number scam.

First of all, my credit card was suspended and I changed my Google password.

Do you have more actions to take?Please tell me if you know what your information will be robbed by this scam.

thank you",question_is_scam_confirmed_action,account_theft,sns_platform,API,인증번호,페이스북
1225250,,페이스북 페이지 집구하기 질문,"안녕하세요, 지금 페이스북 페이지로 거주할 집을 구하고 있습니다. 

그런데 다른 곳과 달리 여기서는 투어를 하려고 하면 먼저 애플리케이션을 작성해야지 투어 조정이 가능하다고 하더라고요. 보통 50~100불 정도가 신청비고 너가 이 집을 선택하지 않으면 환불된다고 하는데 사기인가요 아니면 관행인가요? 

다른 앱들은 안 그랬는데 이곳만 그래서 스캠인가 하다가도 여러 군데가 다 이런 방식이어서 헷갈리네요",,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1225250&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMjUyNTAsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.SSgTwXnW1A1ume9kvIhywrO6nDiV6imZ4k8UrjmtZa8&where=search&referrerAllArticles=true,스캠,2025-07-09 10:40:07,Facebook page housekeeping question,"Hello, I'm looking for a home to live on the Facebook page.

However, unlike other places, if you try to take a tour, you have to write an application first and you can adjust the tour.Usually $ 50 to $ 100, and if you don't choose this house, it will be refunded. Is it a scam or a practice?

The other apps didn't do it, but this is the only scam, but it's confusing because it's all like this.",question_is_scam_unsure,unknown,sns_platform,사기인가요,API,페이스북
1224754,,usps 스캠 문자 조심하세요,"지난주에 g마켓에서 해외배송 주문한 건이 있어서 내일 택배 받기로 한 상황이에요 

​

사실 DHL로 택배 받는 걸로 알고 있었고 오전에 DHL에서 확인 문자 같은게 와서 드디어 내일 오는구나 하고 좋아하던차에 오후에 또 문자 하나가 날아왔어요

​

​

갑자기 웬 USPS지? 싶긴 했는데 동네에서 배송은 여기서 해주는건가.. 미국온지 얼마 안됐고 해외배송 받는게 첨이라 좀 어리바리타면서 링크에 들어가봤어요 

​

주소 다시 입력하라하고 그 다음은 카드 정보 입력인데 뭔가 쎄한거죠 그래서 그 상태로 더이상 진행하지 않고 껐어요

​

혹시나해서 usps 사이트 접속하고 확인해보니 스캠이라고 뜨네요! 진짜 놀랐어요 지금껏 이런 문자를 받은 것이 처음이고 (스캠문자 자체가 처음) 내일 배송받을 상황이란걸 알고 보낸 것 같아서 좀 소름입니다 

​

​

저처럼 해외에서 택배 받거나 하는 비슷한 상황이더라도 링크 통해 카드 결제 정보는 절대 입력하지 마세요가장 좋은건  링크도 누르지 않는거겠죠ㅠ 전 링크 누르고 주소 적은게 좀 찝찝하네요","https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MzBfMjgx/MDAxNzE0NDMxODE4MTI0.gKMs-pDxZ2jQSDnXHTbZbJo6AzIzxfzTKk3LVqB5M2Qg.B8vzSmYAEr8-lu6E1d4ss3uBQFS97RXDenJHCtkHT_sg.JPEG/output_2858187191.jpg?type=w1600,https://cafeptthumb-phinf.pstatic.net/MjAyNDA0MzBfMjY3/MDAxNzE0NDMxODE4MDk3.XeR26h5alyoa4T7Dg7z9z7kRqhY-oMGX2u_I_1GhRXYg.VhGXsJl_e9ITRxUwl1bTu-W0XLbhC3zxCPg2x6MYrckg.JPEG/output_2777981578.jpg?type=w1600",https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=10854519&page=3&userDisplay=50&inCafeSearch=true&searchBy=0&query=%EC%8A%A4%EC%BA%A0&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=1224754&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjEyMjQ3NTQsImlzc3VlZEF0IjoxNzUyMDI0NDY0ODYxLCJjYWZlSWQiOjEwODU0NTE5fQ.uWkMo_ltbQDqV1mHBms0V7TvRzMVWS3TQ8obDyWJMvY&where=search&referrerAllArticles=true,스캠,2025-07-09 10:40:51,Watch out for the USPS scam text,"Last week, I ordered overseas shipping from Gmarket, so I decided to get a courier service tomorrow.

​

In fact, I knew that I was receiving a courier service with DHL, and in the morning, I came to a confirmation letter in the DHL and finally came tomorrow.

​

​

Suddenly USPS?I wanted to do it here in the neighborhood.

​

Please enter the address again, and the next is the card information input, but something is fine.

​

If you check and check the USPS site, it's a scam!I was really surprised. It's the first time I've received this text so far (the first scam letter itself) and I think I sent it to be shipped tomorrow.

​

​

Even if it's a similar situation like me like me, don't enter the card payment information through the link. The best thing is not to press the link.",warning_experience,delivery_scam,link_landing+sms_text,조심하세요,택배,링크+문자+사이트+접속
